Amenity Type,Latitude,Longitude,Google Maps Link
Unknown,25.103653,92.9264,https://www.google.com/maps?q=25.103653,92.9264
Unknown,13.335614,77.01837,https://www.google.com/maps?q=13.335614,77.01837
Unknown,23.859707,86.16348,https://www.google.com/maps?q=23.859707,86.16348
Unknown,23.859709,86.16356,https://www.google.com/maps?q=23.859709,86.16356
Unknown,22.736397,85.8155,https://www.google.com/maps?q=22.736397,85.8155
Unknown,21.36183,78.54997,https://www.google.com/maps?q=21.36183,78.54997
Unknown,21.361929,78.55011,https://www.google.com/maps?q=21.361929,78.55011
Unknown,24.663248,92.40027,https://www.google.com/maps?q=24.663248,92.40027
Unknown,24.585861,92.400406,https://www.google.com/maps?q=24.585861,92.400406
Unknown,24.567005,92.41365,https://www.google.com/maps?q=24.567005,92.41365
Unknown,24.531042,92.42643,https://www.google.com/maps?q=24.531042,92.42643
Unknown,24.527498,92.42575,https://www.google.com/maps?q=24.527498,92.42575
Unknown,23.789932,86.43206,https://www.google.com/maps?q=23.789932,86.43206
Unknown,26.903517,77.93152,https://www.google.com/maps?q=26.903517,77.93152
Unknown,27.849894,78.095024,https://www.google.com/maps?q=27.849894,78.095024
Unknown,27.840906,78.096664,https://www.google.com/maps?q=27.840906,78.096664
Unknown,31.328785,75.61539,https://www.google.com/maps?q=31.328785,75.61539
Unknown,31.328794,75.61544,https://www.google.com/maps?q=31.328794,75.61544
Unknown,18.904167,82.54193,https://www.google.com/maps?q=18.904167,82.54193
Unknown,18.939018,82.520256,https://www.google.com/maps?q=18.939018,82.520256
Unknown,19.043745,82.298096,https://www.google.com/maps?q=19.043745,82.298096
Unknown,19.02114,82.40045,https://www.google.com/maps?q=19.02114,82.40045
Unknown,24.834272,92.6278,https://www.google.com/maps?q=24.834272,92.6278
Unknown,24.834259,92.62774,https://www.google.com/maps?q=24.834259,92.62774
Unknown,27.486292,95.35788,https://www.google.com/maps?q=27.486292,95.35788
Unknown,26.513515,93.961426,https://www.google.com/maps?q=26.513515,93.961426
Unknown,10.826554,76.13498,https://www.google.com/maps?q=10.826554,76.13498
Unknown,10.684929,77.00178,https://www.google.com/maps?q=10.684929,77.00178
Unknown,10.706761,77.01224,https://www.google.com/maps?q=10.706761,77.01224
Unknown,11.121591,77.36668,https://www.google.com/maps?q=11.121591,77.36668
Unknown,11.11805,77.26769,https://www.google.com/maps?q=11.11805,77.26769
Unknown,11.092088,77.197365,https://www.google.com/maps?q=11.092088,77.197365
Unknown,11.111907,77.29679,https://www.google.com/maps?q=11.111907,77.29679
Unknown,11.109101,77.31036,https://www.google.com/maps?q=11.109101,77.31036
Unknown,11.109052,77.31037,https://www.google.com/maps?q=11.109052,77.31037
Unknown,11.10919,77.309944,https://www.google.com/maps?q=11.10919,77.309944
Unknown,11.109152,77.3099,https://www.google.com/maps?q=11.109152,77.3099
Unknown,11.107854,77.31703,https://www.google.com/maps?q=11.107854,77.31703
Unknown,11.107818,77.31702,https://www.google.com/maps?q=11.107818,77.31702
Unknown,11.107599,77.31884,https://www.google.com/maps?q=11.107599,77.31884
Unknown,11.107643,77.31881,https://www.google.com/maps?q=11.107643,77.31881
Unknown,11.107277,77.32389,https://www.google.com/maps?q=11.107277,77.32389
Unknown,11.107231,77.3239,https://www.google.com/maps?q=11.107231,77.3239
Unknown,11.107308,77.32294,https://www.google.com/maps?q=11.107308,77.32294
Unknown,11.107261,77.32293,https://www.google.com/maps?q=11.107261,77.32293
Unknown,11.107408,77.33119,https://www.google.com/maps?q=11.107408,77.33119
Unknown,11.107448,77.3312,https://www.google.com/maps?q=11.107448,77.3312
Unknown,11.11195,77.29681,https://www.google.com/maps?q=11.11195,77.29681
Unknown,11.110549,77.30348,https://www.google.com/maps?q=11.110549,77.30348
Unknown,11.11051,77.30346,https://www.google.com/maps?q=11.11051,77.30346
Unknown,11.118276,77.26775,https://www.google.com/maps?q=11.118276,77.26775
Unknown,11.118181,77.26772,https://www.google.com/maps?q=11.118181,77.26772
Unknown,11.016114,77.06803,https://www.google.com/maps?q=11.016114,77.06803
Unknown,11.014689,77.06677,https://www.google.com/maps?q=11.014689,77.06677
Unknown,11.016066,77.0681,https://www.google.com/maps?q=11.016066,77.0681
Unknown,11.016091,77.06806,https://www.google.com/maps?q=11.016091,77.06806
Unknown,11.010888,77.05275,https://www.google.com/maps?q=11.010888,77.05275
Unknown,11.010838,77.05271,https://www.google.com/maps?q=11.010838,77.05271
Unknown,11.010898,77.04574,https://www.google.com/maps?q=11.010898,77.04574
Unknown,11.010933,77.045746,https://www.google.com/maps?q=11.010933,77.045746
Unknown,11.03198,77.00717,https://www.google.com/maps?q=11.03198,77.00717
Unknown,11.032071,77.00713,https://www.google.com/maps?q=11.032071,77.00713
Unknown,11.07144,76.94925,https://www.google.com/maps?q=11.07144,76.94925
Unknown,11.018043,76.95551,https://www.google.com/maps?q=11.018043,76.95551
Unknown,10.995079,76.96784,https://www.google.com/maps?q=10.995079,76.96784
Unknown,11.417803,77.84139,https://www.google.com/maps?q=11.417803,77.84139
Unknown,11.420478,77.844086,https://www.google.com/maps?q=11.420478,77.844086
Unknown,11.482714,77.90023,https://www.google.com/maps?q=11.482714,77.90023
Unknown,11.482671,77.90032,https://www.google.com/maps?q=11.482671,77.90032
Unknown,11.482778,77.90007,https://www.google.com/maps?q=11.482778,77.90007
Unknown,11.482651,77.90035,https://www.google.com/maps?q=11.482651,77.90035
Unknown,23.45212,72.21574,https://www.google.com/maps?q=23.45212,72.21574
Unknown,11.511317,77.97005,https://www.google.com/maps?q=11.511317,77.97005
Unknown,11.502465,77.92465,https://www.google.com/maps?q=11.502465,77.92465
Unknown,11.597196,78.07517,https://www.google.com/maps?q=11.597196,78.07517
Unknown,11.566833,78.01646,https://www.google.com/maps?q=11.566833,78.01646
Unknown,11.566815,78.01653,https://www.google.com/maps?q=11.566815,78.01653
Unknown,11.597166,78.07519,https://www.google.com/maps?q=11.597166,78.07519
Unknown,11.622867,78.10291,https://www.google.com/maps?q=11.622867,78.10291
Unknown,11.622881,78.10285,https://www.google.com/maps?q=11.622881,78.10285
Unknown,11.623295,78.10316,https://www.google.com/maps?q=11.623295,78.10316
Unknown,11.623323,78.10312,https://www.google.com/maps?q=11.623323,78.10312
