Amenity Type,Latitude,Longitude,Google Maps Link
Unknown,9.59031,77.96135,https://www.google.com/maps?q=9.59031,77.96135
Unknown,9.589354,77.960106,https://www.google.com/maps?q=9.589354,77.960106
Unknown,9.588081,77.952965,https://www.google.com/maps?q=9.588081,77.952965
Unknown,9.840448,78.485565,https://www.google.com/maps?q=9.840448,78.485565
Unknown,11.133459,77.03405,https://www.google.com/maps?q=11.133459,77.03405
Unknown,13.092181,80.25944,https://www.google.com/maps?q=13.092181,80.25944
Unknown,12.252496,79.41576,https://www.google.com/maps?q=12.252496,79.41576
Unknown,11.939823,79.48739,https://www.google.com/maps?q=11.939823,79.48739
Unknown,11.939574,79.487366,https://www.google.com/maps?q=11.939574,79.487366
Unknown,12.9658,80.19188,https://www.google.com/maps?q=12.9658,80.19188
Unknown,10.711484,79.51633,https://www.google.com/maps?q=10.711484,79.51633
Unknown,10.713916,79.51587,https://www.google.com/maps?q=10.713916,79.51587
Unknown,10.713363,79.51709,https://www.google.com/maps?q=10.713363,79.51709
Unknown,10.713364,79.51592,https://www.google.com/maps?q=10.713364,79.51592
Unknown,10.7114935,79.51083,https://www.google.com/maps?q=10.7114935,79.51083
Unknown,13.092967,80.223625,https://www.google.com/maps?q=13.092967,80.223625
Unknown,13.020568,80.25947,https://www.google.com/maps?q=13.020568,80.25947
Unknown,8.17363,77.4024,https://www.google.com/maps?q=8.17363,77.4024
Unknown,8.174033,77.4029,https://www.google.com/maps?q=8.174033,77.4029
Unknown,8.188992,77.40082,https://www.google.com/maps?q=8.188992,77.40082
Unknown,8.179352,77.4331,https://www.google.com/maps?q=8.179352,77.4331
Unknown,13.277294,80.259865,https://www.google.com/maps?q=13.277294,80.259865
Unknown,12.251851,79.41942,https://www.google.com/maps?q=12.251851,79.41942
Unknown,12.252756,79.41376,https://www.google.com/maps?q=12.252756,79.41376
Unknown,12.971028,80.2083,https://www.google.com/maps?q=12.971028,80.2083
Unknown,12.729569,77.824646,https://www.google.com/maps?q=12.729569,77.824646
Unknown,8.172691,77.425804,https://www.google.com/maps?q=8.172691,77.425804
Unknown,13.040594,80.17846,https://www.google.com/maps?q=13.040594,80.17846
Unknown,13.070504,80.15061,https://www.google.com/maps?q=13.070504,80.15061
Unknown,13.099543,79.53249,https://www.google.com/maps?q=13.099543,79.53249
Unknown,12.592182,79.91298,https://www.google.com/maps?q=12.592182,79.91298
Unknown,11.490425,79.75713,https://www.google.com/maps?q=11.490425,79.75713
Unknown,13.038171,80.2573,https://www.google.com/maps?q=13.038171,80.2573
Unknown,12.925574,80.128136,https://www.google.com/maps?q=12.925574,80.128136
Unknown,10.995609,76.99171,https://www.google.com/maps?q=10.995609,76.99171
Unknown,12.986274,80.22989,https://www.google.com/maps?q=12.986274,80.22989
Unknown,12.8414135,80.15662,https://www.google.com/maps?q=12.8414135,80.15662
Unknown,11.614494,79.54966,https://www.google.com/maps?q=11.614494,79.54966
Unknown,12.971557,79.29234,https://www.google.com/maps?q=12.971557,79.29234
Unknown,11.060473,78.13827,https://www.google.com/maps?q=11.060473,78.13827
Unknown,11.063636,78.139885,https://www.google.com/maps?q=11.063636,78.139885
Unknown,11.210755,78.167,https://www.google.com/maps?q=11.210755,78.167
Unknown,11.214325,78.167885,https://www.google.com/maps?q=11.214325,78.167885
Unknown,11.215362,78.16845,https://www.google.com/maps?q=11.215362,78.16845
Unknown,11.215276,78.16802,https://www.google.com/maps?q=11.215276,78.16802
Unknown,11.215146,78.16804,https://www.google.com/maps?q=11.215146,78.16804
Unknown,11.218016,78.17163,https://www.google.com/maps?q=11.218016,78.17163
Unknown,11.2179365,78.166504,https://www.google.com/maps?q=11.2179365,78.166504
Unknown,11.216652,78.171295,https://www.google.com/maps?q=11.216652,78.171295
Unknown,11.217603,78.15327,https://www.google.com/maps?q=11.217603,78.15327
Unknown,11.223333,78.16728,https://www.google.com/maps?q=11.223333,78.16728
Unknown,11.226466,78.163155,https://www.google.com/maps?q=11.226466,78.163155
Unknown,11.22484,78.16659,https://www.google.com/maps?q=11.22484,78.16659
Unknown,11.224165,78.16414,https://www.google.com/maps?q=11.224165,78.16414
Unknown,11.234213,78.165985,https://www.google.com/maps?q=11.234213,78.165985
Unknown,11.245646,78.16555,https://www.google.com/maps?q=11.245646,78.16555
Unknown,11.24537,78.16581,https://www.google.com/maps?q=11.24537,78.16581
Unknown,11.243903,78.16665,https://www.google.com/maps?q=11.243903,78.16665
Unknown,10.7712,79.13657,https://www.google.com/maps?q=10.7712,79.13657
Unknown,10.762573,78.818794,https://www.google.com/maps?q=10.762573,78.818794
Unknown,12.901295,80.15838,https://www.google.com/maps?q=12.901295,80.15838
