Hospital,School,Toll Gate,Railway Crossing,Traffic Signal,Bus Stop,Latitude,Longitude,Google Maps Link
No,No,No,No,No,No,12.972509,80.191536,https://www.google.com/maps?q=12.972509,80.191536
No,No,No,No,No,No,12.968242,80.189644,https://www.google.com/maps?q=12.968242,80.189644
No,No,No,No,No,No,11.606235,79.4734,https://www.google.com/maps?q=11.606235,79.4734
No,No,No,No,No,No,8.729241,77.68654,https://www.google.com/maps?q=8.729241,77.68654
No,No,No,No,No,No,13.08768,80.28147,https://www.google.com/maps?q=13.08768,80.28147
No,No,No,No,No,No,12.988624,80.19775,https://www.google.com/maps?q=12.988624,80.19775
No,No,No,No,No,No,12.997777,80.20733,https://www.google.com/maps?q=12.997777,80.20733
No,No,No,No,No,No,12.99802,80.20727,https://www.google.com/maps?q=12.99802,80.20727
No,No,No,No,No,No,13.004808,80.201546,https://www.google.com/maps?q=13.004808,80.201546
No,No,No,No,No,No,12.995715,80.18923,https://www.google.com/maps?q=12.995715,80.18923
No,No,No,No,No,No,12.982793,80.19172,https://www.google.com/maps?q=12.982793,80.19172
No,No,No,No,No,No,13.01213,80.22025,https://www.google.com/maps?q=13.01213,80.22025
No,No,No,No,No,No,13.025451,80.22975,https://www.google.com/maps?q=13.025451,80.22975
No,No,No,No,No,No,13.029441,80.23693,https://www.google.com/maps?q=13.029441,80.23693
No,No,No,No,No,No,13.046593,80.24279,https://www.google.com/maps?q=13.046593,80.24279
No,No,No,No,No,No,13.047,80.243904,https://www.google.com/maps?q=13.047,80.243904
No,No,No,No,No,No,8.715106,77.37465,https://www.google.com/maps?q=8.715106,77.37465
No,No,No,No,No,No,12.965879,80.18896,https://www.google.com/maps?q=12.965879,80.18896
No,No,No,No,No,No,12.964848,80.18823,https://www.google.com/maps?q=12.964848,80.18823
No,No,No,No,No,No,12.965402,80.18829,https://www.google.com/maps?q=12.965402,80.18829
No,No,No,No,No,No,12.985345,80.18578,https://www.google.com/maps?q=12.985345,80.18578
No,No,No,No,No,No,12.982318,80.18577,https://www.google.com/maps?q=12.982318,80.18577
No,No,No,No,No,No,12.979834,80.182915,https://www.google.com/maps?q=12.979834,80.182915
No,No,No,No,No,No,12.987322,80.17618,https://www.google.com/maps?q=12.987322,80.17618
No,No,No,No,No,No,12.981393,80.238495,https://www.google.com/maps?q=12.981393,80.238495
No,No,No,No,No,No,12.981171,80.23819,https://www.google.com/maps?q=12.981171,80.23819
No,No,No,No,No,No,12.991058,80.21952,https://www.google.com/maps?q=12.991058,80.21952
No,No,No,No,No,No,12.987139,80.21837,https://www.google.com/maps?q=12.987139,80.21837
No,No,No,No,No,No,12.983924,80.21807,https://www.google.com/maps?q=12.983924,80.21807
No,No,No,No,No,No,13.004686,80.22039,https://www.google.com/maps?q=13.004686,80.22039
No,No,No,No,No,No,12.999271,80.193436,https://www.google.com/maps?q=12.999271,80.193436
No,No,No,No,No,No,13.048571,80.24608,https://www.google.com/maps?q=13.048571,80.24608
No,No,No,No,No,No,13.010455,80.22286,https://www.google.com/maps?q=13.010455,80.22286
No,No,No,No,No,No,12.987334,80.218155,https://www.google.com/maps?q=12.987334,80.218155
No,No,No,No,No,No,12.027897,79.47524,https://www.google.com/maps?q=12.027897,79.47524
No,No,No,No,No,No,12.548303,78.331985,https://www.google.com/maps?q=12.548303,78.331985
No,No,No,No,No,No,12.547791,78.33225,https://www.google.com/maps?q=12.547791,78.33225
No,No,No,No,No,No,8.329736,77.95764,https://www.google.com/maps?q=8.329736,77.95764
No,No,No,No,No,No,8.320409,77.93424,https://www.google.com/maps?q=8.320409,77.93424
No,No,No,No,No,No,8.321008,77.93801,https://www.google.com/maps?q=8.321008,77.93801
No,No,No,No,No,No,8.330114,77.95739,https://www.google.com/maps?q=8.330114,77.95739
No,No,No,No,No,No,8.332918,77.96293,https://www.google.com/maps?q=8.332918,77.96293
No,No,No,No,No,No,8.333134,77.962265,https://www.google.com/maps?q=8.333134,77.962265
No,No,No,No,No,No,8.320051,77.937935,https://www.google.com/maps?q=8.320051,77.937935
No,No,No,No,No,No,8.320507,77.934044,https://www.google.com/maps?q=8.320507,77.934044
No,No,No,No,No,No,12.961952,79.06789,https://www.google.com/maps?q=12.961952,79.06789
No,No,No,No,No,No,12.957491,80.17832,https://www.google.com/maps?q=12.957491,80.17832
No,No,No,No,No,No,9.785353,78.91563,https://www.google.com/maps?q=9.785353,78.91563
No,No,No,No,No,No,11.675448,78.13372,https://www.google.com/maps?q=11.675448,78.13372
No,No,No,No,No,No,8.6878395,77.514435,https://www.google.com/maps?q=8.6878395,77.514435
No,No,No,No,No,No,8.68707,77.52344,https://www.google.com/maps?q=8.68707,77.52344
No,No,No,No,No,No,8.687748,77.495,https://www.google.com/maps?q=8.687748,77.495
No,No,No,No,No,No,8.666016,77.4597,https://www.google.com/maps?q=8.666016,77.4597
No,No,No,No,No,No,8.679852,77.47371,https://www.google.com/maps?q=8.679852,77.47371
No,No,No,No,No,No,8.662618,77.4537,https://www.google.com/maps?q=8.662618,77.4537
No,No,No,No,No,No,8.677226,77.46516,https://www.google.com/maps?q=8.677226,77.46516
No,No,No,No,No,No,8.678315,77.482285,https://www.google.com/maps?q=8.678315,77.482285
No,No,No,No,No,No,8.663944,77.59508,https://www.google.com/maps?q=8.663944,77.59508
No,No,No,No,No,No,8.680889,77.53179,https://www.google.com/maps?q=8.680889,77.53179
No,No,No,No,No,No,8.687168,77.52345,https://www.google.com/maps?q=8.687168,77.52345
No,No,No,No,No,No,8.679102,77.548416,https://www.google.com/maps?q=8.679102,77.548416
No,No,No,No,No,No,8.667479,77.58394,https://www.google.com/maps?q=8.667479,77.58394
No,No,No,No,No,No,8.679458,77.53766,https://www.google.com/maps?q=8.679458,77.53766
No,No,No,No,No,No,8.671115,77.572945,https://www.google.com/maps?q=8.671115,77.572945
No,No,No,No,No,No,8.671239,77.68047,https://www.google.com/maps?q=8.671239,77.68047
No,No,No,No,No,No,8.660676,77.61637,https://www.google.com/maps?q=8.660676,77.61637
No,No,No,No,No,No,8.679112,77.694725,https://www.google.com/maps?q=8.679112,77.694725
No,No,No,No,No,No,8.734917,78.00005,https://www.google.com/maps?q=8.734917,78.00005
No,No,No,No,No,No,8.785544,78.10688,https://www.google.com/maps?q=8.785544,78.10688
No,No,No,No,No,No,8.721952,78.00276,https://www.google.com/maps?q=8.721952,78.00276
No,No,No,No,No,No,8.688101,78.01639,https://www.google.com/maps?q=8.688101,78.01639
No,No,No,No,No,No,8.698441,78.00703,https://www.google.com/maps?q=8.698441,78.00703
No,No,No,No,No,No,8.630939,78.06825,https://www.google.com/maps?q=8.630939,78.06825
No,No,No,No,No,No,8.598743,78.072205,https://www.google.com/maps?q=8.598743,78.072205
No,No,No,No,No,No,8.591042,78.08294,https://www.google.com/maps?q=8.591042,78.08294
No,No,No,No,No,No,8.520833,78.11237,https://www.google.com/maps?q=8.520833,78.11237
No,No,No,No,No,No,8.572487,78.094124,https://www.google.com/maps?q=8.572487,78.094124
No,No,No,No,No,No,8.5792265,78.08918,https://www.google.com/maps?q=8.5792265,78.08918
No,No,No,No,No,No,8.569565,78.095764,https://www.google.com/maps?q=8.569565,78.095764
No,No,No,No,No,No,8.500111,78.118645,https://www.google.com/maps?q=8.500111,78.118645
No,No,No,No,No,No,8.41399,78.01689,https://www.google.com/maps?q=8.41399,78.01689
No,No,No,No,No,No,8.4941,78.11776,https://www.google.com/maps?q=8.4941,78.11776
No,No,No,No,No,No,8.414019,78.016975,https://www.google.com/maps?q=8.414019,78.016975
No,No,No,No,No,No,8.494411,78.11775,https://www.google.com/maps?q=8.494411,78.11775
No,No,No,No,No,No,8.518677,78.11679,https://www.google.com/maps?q=8.518677,78.11679
No,No,No,No,No,No,13.044673,80.26302,https://www.google.com/maps?q=13.044673,80.26302
No,No,No,No,No,No,13.044809,80.26319,https://www.google.com/maps?q=13.044809,80.26319
No,No,No,No,No,No,13.044691,80.26533,https://www.google.com/maps?q=13.044691,80.26533
No,No,No,No,No,No,13.044569,80.26918,https://www.google.com/maps?q=13.044569,80.26918
No,No,No,No,No,No,13.043877,80.27158,https://www.google.com/maps?q=13.043877,80.27158
No,No,No,No,No,No,13.04459,80.269135,https://www.google.com/maps?q=13.04459,80.269135
No,No,No,No,No,No,13.04383,80.27185,https://www.google.com/maps?q=13.04383,80.27185
No,No,No,No,No,No,13.043858,80.27169,https://www.google.com/maps?q=13.043858,80.27169
No,No,No,No,No,No,8.479275,78.01708,https://www.google.com/maps?q=8.479275,78.01708
No,No,No,No,No,No,8.597113,77.95838,https://www.google.com/maps?q=8.597113,77.95838
No,No,No,No,No,No,8.448889,78.03145,https://www.google.com/maps?q=8.448889,78.03145
No,No,No,No,No,No,8.476835,78.012794,https://www.google.com/maps?q=8.476835,78.012794
No,No,No,No,No,No,8.529193,77.956276,https://www.google.com/maps?q=8.529193,77.956276
No,No,No,No,No,No,8.601112,77.959366,https://www.google.com/maps?q=8.601112,77.959366
No,No,No,No,No,No,8.617717,78.0699,https://www.google.com/maps?q=8.617717,78.0699
No,No,No,No,No,No,8.462445,78.03677,https://www.google.com/maps?q=8.462445,78.03677
No,No,No,No,No,No,8.471886,78.0422,https://www.google.com/maps?q=8.471886,78.0422
No,No,No,No,No,No,8.482525,78.02349,https://www.google.com/maps?q=8.482525,78.02349
No,No,No,No,No,No,8.709335,77.621346,https://www.google.com/maps?q=8.709335,77.621346
No,No,No,No,No,No,8.79918,77.38583,https://www.google.com/maps?q=8.79918,77.38583
No,No,No,No,No,No,8.750934,77.50527,https://www.google.com/maps?q=8.750934,77.50527
No,No,No,No,No,No,8.776845,77.433235,https://www.google.com/maps?q=8.776845,77.433235
No,No,No,No,No,No,8.776831,77.43311,https://www.google.com/maps?q=8.776831,77.43311
No,No,No,No,No,No,8.654598,78.02582,https://www.google.com/maps?q=8.654598,78.02582
No,No,No,No,No,No,8.675153,78.02768,https://www.google.com/maps?q=8.675153,78.02768
No,No,No,No,No,No,8.782326,78.1004,https://www.google.com/maps?q=8.782326,78.1004
No,No,No,No,No,No,8.99033,77.222725,https://www.google.com/maps?q=8.99033,77.222725
No,No,No,No,No,No,8.662671,78.02932,https://www.google.com/maps?q=8.662671,78.02932
No,No,No,No,No,No,8.810844,77.38073,https://www.google.com/maps?q=8.810844,77.38073
No,No,No,No,No,No,8.992782,77.21944,https://www.google.com/maps?q=8.992782,77.21944
No,No,No,No,No,No,8.997671,77.206955,https://www.google.com/maps?q=8.997671,77.206955
No,No,No,No,No,No,8.653602,78.02563,https://www.google.com/maps?q=8.653602,78.02563
No,No,No,No,No,No,8.709406,77.62127,https://www.google.com/maps?q=8.709406,77.62127
No,No,No,No,No,No,8.767579,77.442825,https://www.google.com/maps?q=8.767579,77.442825
No,No,No,No,No,No,8.659047,78.0277,https://www.google.com/maps?q=8.659047,78.0277
No,No,No,No,No,No,8.66933,78.031395,https://www.google.com/maps?q=8.66933,78.031395
No,No,No,No,No,No,8.71139,77.56694,https://www.google.com/maps?q=8.71139,77.56694
No,No,No,No,No,No,8.674223,78.02651,https://www.google.com/maps?q=8.674223,78.02651
No,No,No,No,No,No,8.675586,77.68597,https://www.google.com/maps?q=8.675586,77.68597
No,No,No,No,No,No,8.711368,77.56702,https://www.google.com/maps?q=8.711368,77.56702
No,No,No,No,No,No,8.799062,77.38612,https://www.google.com/maps?q=8.799062,77.38612
No,No,No,No,No,No,8.683611,78.0323,https://www.google.com/maps?q=8.683611,78.0323
No,No,No,No,No,No,8.708647,77.605225,https://www.google.com/maps?q=8.708647,77.605225
No,No,No,No,No,No,8.248482,77.53881,https://www.google.com/maps?q=8.248482,77.53881
No,No,No,No,No,No,8.248575,77.54122,https://www.google.com/maps?q=8.248575,77.54122
No,No,No,No,No,No,9.935106,78.04449,https://www.google.com/maps?q=9.935106,78.04449
No,No,No,No,No,No,9.934903,78.04445,https://www.google.com/maps?q=9.934903,78.04445
No,No,No,No,No,No,9.934562,78.04784,https://www.google.com/maps?q=9.934562,78.04784
No,No,No,No,No,No,9.934353,78.04787,https://www.google.com/maps?q=9.934353,78.04787
No,No,No,No,No,No,9.934633,78.05201,https://www.google.com/maps?q=9.934633,78.05201
No,No,No,No,No,No,9.934412,78.051735,https://www.google.com/maps?q=9.934412,78.051735
No,No,No,No,No,No,9.938485,78.067184,https://www.google.com/maps?q=9.938485,78.067184
No,No,No,No,No,No,9.938392,78.067184,https://www.google.com/maps?q=9.938392,78.067184
No,No,No,No,No,No,9.936733,78.07488,https://www.google.com/maps?q=9.936733,78.07488
No,No,No,No,No,No,9.936595,78.07496,https://www.google.com/maps?q=9.936595,78.07496
No,No,No,No,No,No,9.935503,78.077354,https://www.google.com/maps?q=9.935503,78.077354
No,No,No,No,No,No,9.935197,78.07767,https://www.google.com/maps?q=9.935197,78.07767
No,No,No,No,No,No,9.933949,78.09058,https://www.google.com/maps?q=9.933949,78.09058
No,No,No,No,No,No,9.934192,78.090645,https://www.google.com/maps?q=9.934192,78.090645
No,No,No,No,No,No,9.932382,78.09306,https://www.google.com/maps?q=9.932382,78.09306
No,No,No,No,No,No,9.932686,78.09299,https://www.google.com/maps?q=9.932686,78.09299
No,No,No,No,No,No,9.930776,78.09487,https://www.google.com/maps?q=9.930776,78.09487
No,No,No,No,No,No,9.9311285,78.09479,https://www.google.com/maps?q=9.9311285,78.09479
No,No,No,No,No,No,9.930812,78.09574,https://www.google.com/maps?q=9.930812,78.09574
No,No,No,No,No,No,9.929482,78.0956,https://www.google.com/maps?q=9.929482,78.0956
No,No,No,No,No,No,9.9295435,78.09521,https://www.google.com/maps?q=9.9295435,78.09521
No,No,No,No,No,No,11.7779665,79.53883,https://www.google.com/maps?q=11.7779665,79.53883
No,No,No,No,No,No,11.773356,79.46219,https://www.google.com/maps?q=11.773356,79.46219
No,No,No,No,No,No,11.7663765,79.54949,https://www.google.com/maps?q=11.7663765,79.54949
No,No,No,No,No,No,12.97604,80.18329,https://www.google.com/maps?q=12.97604,80.18329
No,No,No,No,No,No,12.980187,80.22843,https://www.google.com/maps?q=12.980187,80.22843
No,No,No,No,No,No,12.971069,80.183075,https://www.google.com/maps?q=12.971069,80.183075
No,No,No,No,No,No,13.009892,80.2594,https://www.google.com/maps?q=13.009892,80.2594
No,No,No,No,No,No,12.981143,80.234276,https://www.google.com/maps?q=12.981143,80.234276
No,No,No,No,No,No,12.981728,80.230484,https://www.google.com/maps?q=12.981728,80.230484
No,No,No,No,No,No,13.185414,80.317055,https://www.google.com/maps?q=13.185414,80.317055
No,No,No,No,No,No,13.185677,80.31693,https://www.google.com/maps?q=13.185677,80.31693
No,No,No,No,No,No,13.314762,80.14606,https://www.google.com/maps?q=13.314762,80.14606
No,No,No,No,No,No,13.0290575,80.09014,https://www.google.com/maps?q=13.0290575,80.09014
No,No,No,No,No,No,13.032699,80.088806,https://www.google.com/maps?q=13.032699,80.088806
No,No,No,No,No,No,13.037804,80.08701,https://www.google.com/maps?q=13.037804,80.08701
No,No,No,No,No,No,13.0420265,80.08575,https://www.google.com/maps?q=13.0420265,80.08575
No,No,No,No,No,No,13.014647,80.093704,https://www.google.com/maps?q=13.014647,80.093704
No,No,No,No,No,No,13.008517,80.09131,https://www.google.com/maps?q=13.008517,80.09131
No,No,No,No,No,No,12.996372,80.08707,https://www.google.com/maps?q=12.996372,80.08707
No,No,No,No,No,No,12.98226,80.08926,https://www.google.com/maps?q=12.98226,80.08926
No,No,No,No,No,No,12.969387,80.08959,https://www.google.com/maps?q=12.969387,80.08959
No,No,No,No,No,No,12.960181,80.08994,https://www.google.com/maps?q=12.960181,80.08994
No,No,No,No,No,No,12.952605,80.08803,https://www.google.com/maps?q=12.952605,80.08803
No,No,No,No,No,No,12.939436,80.08308,https://www.google.com/maps?q=12.939436,80.08308
No,No,No,No,No,No,12.938591,80.08359,https://www.google.com/maps?q=12.938591,80.08359
No,No,No,No,No,No,12.951977,80.08862,https://www.google.com/maps?q=12.951977,80.08862
No,No,No,No,No,No,12.959999,80.09073,https://www.google.com/maps?q=12.959999,80.09073
No,No,No,No,No,No,12.969144,80.090385,https://www.google.com/maps?q=12.969144,80.090385
No,No,No,No,No,No,12.982084,80.09006,https://www.google.com/maps?q=12.982084,80.09006
No,No,No,No,No,No,12.9962015,80.08784,https://www.google.com/maps?q=12.9962015,80.08784
No,No,No,No,No,No,13.007598,80.09178,https://www.google.com/maps?q=13.007598,80.09178
No,No,No,No,No,No,13.014562,80.094505,https://www.google.com/maps?q=13.014562,80.094505
No,No,No,No,No,No,13.0283785,80.091225,https://www.google.com/maps?q=13.0283785,80.091225
No,No,No,No,No,No,13.032748,80.08962,https://www.google.com/maps?q=13.032748,80.08962
No,No,No,No,No,No,13.038246,80.08768,https://www.google.com/maps?q=13.038246,80.08768
No,No,No,No,No,No,13.043927,80.086006,https://www.google.com/maps?q=13.043927,80.086006
No,No,No,No,No,No,13.268946,80.26176,https://www.google.com/maps?q=13.268946,80.26176
No,No,No,No,No,No,13.257857,80.24447,https://www.google.com/maps?q=13.257857,80.24447
No,No,No,No,No,No,12.923597,80.078026,https://www.google.com/maps?q=12.923597,80.078026
No,No,No,No,No,No,12.92398,80.07735,https://www.google.com/maps?q=12.92398,80.07735
No,No,No,No,No,No,12.913686,80.075,https://www.google.com/maps?q=12.913686,80.075
No,No,No,No,No,No,12.914113,80.074326,https://www.google.com/maps?q=12.914113,80.074326
No,No,No,No,No,No,12.896766,80.070915,https://www.google.com/maps?q=12.896766,80.070915
No,No,No,No,No,No,12.896694,80.07016,https://www.google.com/maps?q=12.896694,80.07016
No,No,No,No,No,No,12.892166,80.071106,https://www.google.com/maps?q=12.892166,80.071106
No,No,No,No,No,No,12.890192,80.07095,https://www.google.com/maps?q=12.890192,80.07095
No,No,No,No,No,No,13.248892,80.23239,https://www.google.com/maps?q=13.248892,80.23239
No,No,No,No,No,No,13.235768,80.21568,https://www.google.com/maps?q=13.235768,80.21568
No,No,No,No,No,No,13.222246,80.193275,https://www.google.com/maps?q=13.222246,80.193275
No,No,No,No,No,No,13.218222,80.18376,https://www.google.com/maps?q=13.218222,80.18376
No,No,No,No,No,No,13.202379,80.16052,https://www.google.com/maps?q=13.202379,80.16052
No,No,No,No,No,No,13.196232,80.155785,https://www.google.com/maps?q=13.196232,80.155785
No,No,No,No,No,No,13.192413,80.15289,https://www.google.com/maps?q=13.192413,80.15289
No,No,No,No,No,No,13.182558,80.14774,https://www.google.com/maps?q=13.182558,80.14774
No,No,No,No,No,No,13.181041,80.14566,https://www.google.com/maps?q=13.181041,80.14566
No,No,No,No,No,No,13.178053,80.13623,https://www.google.com/maps?q=13.178053,80.13623
No,No,No,No,No,No,13.179267,80.12966,https://www.google.com/maps?q=13.179267,80.12966
No,No,No,No,No,No,13.181128,80.11639,https://www.google.com/maps?q=13.181128,80.11639
No,No,No,No,No,No,13.178992,80.10136,https://www.google.com/maps?q=13.178992,80.10136
No,No,No,No,No,No,13.17563,80.07678,https://www.google.com/maps?q=13.17563,80.07678
No,No,No,No,No,No,13.173833,80.07255,https://www.google.com/maps?q=13.173833,80.07255
No,No,No,No,No,No,13.167767,80.06772,https://www.google.com/maps?q=13.167767,80.06772
No,No,No,No,No,No,13.152168,80.05622,https://www.google.com/maps?q=13.152168,80.05622
No,No,No,No,No,No,13.143811,80.053024,https://www.google.com/maps?q=13.143811,80.053024
No,No,No,No,No,No,13.142269,80.05368,https://www.google.com/maps?q=13.142269,80.05368
No,No,No,No,No,No,13.1384115,80.05263,https://www.google.com/maps?q=13.1384115,80.05263
No,No,No,No,No,No,13.135033,80.0532,https://www.google.com/maps?q=13.135033,80.0532
No,No,No,No,No,No,13.127616,80.05295,https://www.google.com/maps?q=13.127616,80.05295
No,No,No,No,No,No,13.127847,80.052185,https://www.google.com/maps?q=13.127847,80.052185
No,No,No,No,No,No,13.125207,80.05283,https://www.google.com/maps?q=13.125207,80.05283
No,No,No,No,No,No,13.125044,80.05205,https://www.google.com/maps?q=13.125044,80.05205
No,No,No,No,No,No,13.110985,80.05191,https://www.google.com/maps?q=13.110985,80.05191
No,No,No,No,No,No,13.1074505,80.052795,https://www.google.com/maps?q=13.1074505,80.052795
No,No,No,No,No,No,13.102456,80.05204,https://www.google.com/maps?q=13.102456,80.05204
No,No,No,No,No,No,13.103252,80.05286,https://www.google.com/maps?q=13.103252,80.05286
No,No,No,No,No,No,13.096112,80.05289,https://www.google.com/maps?q=13.096112,80.05289
No,No,No,No,No,No,13.095618,80.05224,https://www.google.com/maps?q=13.095618,80.05224
No,No,No,No,No,No,13.087432,80.059296,https://www.google.com/maps?q=13.087432,80.059296
No,No,No,No,No,No,13.088114,80.05765,https://www.google.com/maps?q=13.088114,80.05765
No,No,No,No,No,No,13.0762005,80.067314,https://www.google.com/maps?q=13.0762005,80.067314
No,No,No,No,No,No,13.07604,80.06834,https://www.google.com/maps?q=13.07604,80.06834
No,No,No,No,No,No,13.068664,80.07203,https://www.google.com/maps?q=13.068664,80.07203
No,No,No,No,No,No,13.064484,80.075584,https://www.google.com/maps?q=13.064484,80.075584
No,No,No,No,No,No,13.05439,80.08122,https://www.google.com/maps?q=13.05439,80.08122
No,No,No,No,No,No,13.05268,80.082726,https://www.google.com/maps?q=13.05268,80.082726
No,No,No,No,No,No,11.686883,78.16256,https://www.google.com/maps?q=11.686883,78.16256
No,No,No,No,No,No,11.679123,78.16108,https://www.google.com/maps?q=11.679123,78.16108
No,No,No,No,No,No,13.088843,80.28933,https://www.google.com/maps?q=13.088843,80.28933
No,No,No,No,No,No,11.681101,78.1612,https://www.google.com/maps?q=11.681101,78.1612
No,No,No,No,No,No,10.893392,77.52724,https://www.google.com/maps?q=10.893392,77.52724
No,No,No,No,No,No,13.084607,80.21597,https://www.google.com/maps?q=13.084607,80.21597
No,No,No,No,No,No,11.233068,76.902695,https://www.google.com/maps?q=11.233068,76.902695
No,No,No,No,No,No,11.302736,76.9351,https://www.google.com/maps?q=11.302736,76.9351
No,No,No,No,No,No,11.236938,76.91268,https://www.google.com/maps?q=11.236938,76.91268
No,No,No,No,No,No,11.237417,76.96885,https://www.google.com/maps?q=11.237417,76.96885
No,No,No,No,No,No,12.961312,80.187225,https://www.google.com/maps?q=12.961312,80.187225
No,No,No,No,No,No,13.028953,80.23677,https://www.google.com/maps?q=13.028953,80.23677
No,No,No,No,No,No,8.726366,77.6752,https://www.google.com/maps?q=8.726366,77.6752
No,No,No,No,No,No,9.937097,78.097855,https://www.google.com/maps?q=9.937097,78.097855
No,No,No,No,No,No,9.937302,78.097626,https://www.google.com/maps?q=9.937302,78.097626
No,No,No,No,No,No,9.936282,78.09719,https://www.google.com/maps?q=9.936282,78.09719
No,No,No,No,No,No,9.936089,78.09745,https://www.google.com/maps?q=9.936089,78.09745
No,No,No,No,No,No,9.92615,78.094734,https://www.google.com/maps?q=9.92615,78.094734
No,No,No,No,No,No,9.926268,78.09454,https://www.google.com/maps?q=9.926268,78.09454
No,No,No,No,No,No,9.922114,78.09363,https://www.google.com/maps?q=9.922114,78.09363
No,No,No,No,No,No,9.922255,78.09401,https://www.google.com/maps?q=9.922255,78.09401
No,No,No,No,No,No,9.924489,78.094154,https://www.google.com/maps?q=9.924489,78.094154
No,No,No,No,No,No,9.923287,78.09416,https://www.google.com/maps?q=9.923287,78.09416
No,No,No,No,No,No,9.917973,78.094,https://www.google.com/maps?q=9.917973,78.094
No,No,No,No,No,No,9.918525,78.09412,https://www.google.com/maps?q=9.918525,78.09412
No,No,No,No,No,No,9.913767,78.09565,https://www.google.com/maps?q=9.913767,78.09565
No,No,No,No,No,No,9.914137,78.09583,https://www.google.com/maps?q=9.914137,78.09583
No,No,No,No,No,No,9.906581,78.098366,https://www.google.com/maps?q=9.906581,78.098366
No,No,No,No,No,No,9.906656,78.0986,https://www.google.com/maps?q=9.906656,78.0986
No,No,No,No,No,No,9.903542,78.096924,https://www.google.com/maps?q=9.903542,78.096924
No,No,No,No,No,No,9.902696,78.09628,https://www.google.com/maps?q=9.902696,78.09628
No,No,No,No,No,No,9.900514,78.09356,https://www.google.com/maps?q=9.900514,78.09356
No,No,No,No,No,No,9.899645,78.09269,https://www.google.com/maps?q=9.899645,78.09269
No,No,No,No,No,No,9.897876,78.08917,https://www.google.com/maps?q=9.897876,78.08917
No,No,No,No,No,No,9.897948,78.08955,https://www.google.com/maps?q=9.897948,78.08955
No,No,No,No,No,No,9.893357,78.078354,https://www.google.com/maps?q=9.893357,78.078354
No,No,No,No,No,No,9.893632,78.078674,https://www.google.com/maps?q=9.893632,78.078674
No,No,No,No,No,No,9.894468,78.08219,https://www.google.com/maps?q=9.894468,78.08219
No,No,No,No,No,No,9.894272,78.08235,https://www.google.com/maps?q=9.894272,78.08235
No,No,No,No,No,No,9.88468,78.07273,https://www.google.com/maps?q=9.88468,78.07273
No,No,No,No,No,No,9.882859,78.07111,https://www.google.com/maps?q=9.882859,78.07111
No,No,No,No,No,No,9.882785,78.07128,https://www.google.com/maps?q=9.882785,78.07128
No,No,No,No,No,No,9.880837,78.06574,https://www.google.com/maps?q=9.880837,78.06574
No,No,No,No,No,No,9.880663,78.06593,https://www.google.com/maps?q=9.880663,78.06593
No,No,No,No,No,No,9.880742,78.0619,https://www.google.com/maps?q=9.880742,78.0619
No,No,No,No,No,No,9.880473,78.06188,https://www.google.com/maps?q=9.880473,78.06188
No,No,No,No,No,No,9.880672,78.05839,https://www.google.com/maps?q=9.880672,78.05839
No,No,No,No,No,No,9.881005,78.05557,https://www.google.com/maps?q=9.881005,78.05557
No,No,No,No,No,No,9.8821535,78.05259,https://www.google.com/maps?q=9.8821535,78.05259
No,No,No,No,No,No,9.87357,78.02707,https://www.google.com/maps?q=9.87357,78.02707
No,No,No,No,No,No,9.8731365,78.02722,https://www.google.com/maps?q=9.8731365,78.02722
No,No,No,No,No,No,9.869501,78.02484,https://www.google.com/maps?q=9.869501,78.02484
No,No,No,No,No,No,9.868766,78.024925,https://www.google.com/maps?q=9.868766,78.024925
No,No,No,No,No,No,9.906333,78.099236,https://www.google.com/maps?q=9.906333,78.099236
No,No,No,No,No,No,9.906405,78.099464,https://www.google.com/maps?q=9.906405,78.099464
No,No,No,No,No,No,9.909328,78.10908,https://www.google.com/maps?q=9.909328,78.10908
No,No,No,No,No,No,9.909195,78.1091,https://www.google.com/maps?q=9.909195,78.1091
No,No,No,No,No,No,13.022035,80.2262,https://www.google.com/maps?q=13.022035,80.2262
No,No,No,No,No,No,13.019538,80.20649,https://www.google.com/maps?q=13.019538,80.20649
No,No,No,No,No,No,13.008047,80.213135,https://www.google.com/maps?q=13.008047,80.213135
No,No,No,No,No,No,13.063364,80.26157,https://www.google.com/maps?q=13.063364,80.26157
No,No,No,No,No,No,13.053693,80.25307,https://www.google.com/maps?q=13.053693,80.25307
No,No,No,No,No,No,13.056719,80.25665,https://www.google.com/maps?q=13.056719,80.25665
No,No,No,No,No,No,13.060623,80.26107,https://www.google.com/maps?q=13.060623,80.26107
No,No,No,No,No,No,13.0630455,80.26397,https://www.google.com/maps?q=13.0630455,80.26397
No,No,No,No,No,No,13.030577,80.251144,https://www.google.com/maps?q=13.030577,80.251144
No,No,No,No,No,No,13.032913,80.25291,https://www.google.com/maps?q=13.032913,80.25291
No,No,No,No,No,No,13.027407,80.24492,https://www.google.com/maps?q=13.027407,80.24492
No,No,No,No,No,No,11.020205,76.96709,https://www.google.com/maps?q=11.020205,76.96709
No,No,No,No,No,No,11.019639,76.959305,https://www.google.com/maps?q=11.019639,76.959305
No,No,No,No,No,No,11.014319,76.96681,https://www.google.com/maps?q=11.014319,76.96681
No,No,No,No,No,No,11.02045,76.97064,https://www.google.com/maps?q=11.02045,76.97064
No,No,No,No,No,No,11.241583,76.95946,https://www.google.com/maps?q=11.241583,76.95946
