Hospital,School,Toll Gate,Railway Crossing,Traffic Signal,Bus Stop,Latitude,Longitude,Google Maps Link
No,No,No,No,No,No,10.637126,76.948845,https://www.google.com/maps?q=10.637126,76.948845
No,No,No,No,No,No,10.648737,76.979866,https://www.google.com/maps?q=10.648737,76.979866
No,No,No,No,No,No,9.624216,77.958374,https://www.google.com/maps?q=9.624216,77.958374
No,No,No,No,No,No,11.240798,76.88637,https://www.google.com/maps?q=11.240798,76.88637
No,No,No,No,No,No,9.511546,78.09415,https://www.google.com/maps?q=9.511546,78.09415
No,No,No,No,No,No,12.949116,80.18396,https://www.google.com/maps?q=12.949116,80.18396
No,No,No,No,No,No,12.949452,80.18382,https://www.google.com/maps?q=12.949452,80.18382
No,No,No,No,No,No,8.954426,77.4423,https://www.google.com/maps?q=8.954426,77.4423
No,No,No,No,No,No,11.079857,76.99716,https://www.google.com/maps?q=11.079857,76.99716
No,No,No,No,No,No,11.0811205,76.9904,https://www.google.com/maps?q=11.0811205,76.9904
No,No,No,No,No,No,13.038385,80.16512,https://www.google.com/maps?q=13.038385,80.16512
No,No,No,No,No,No,11.625169,78.14759,https://www.google.com/maps?q=11.625169,78.14759
No,No,No,No,No,No,12.933813,80.20405,https://www.google.com/maps?q=12.933813,80.20405
No,No,No,No,No,No,11.319646,77.84716,https://www.google.com/maps?q=11.319646,77.84716
No,No,No,No,No,No,11.320581,77.67689,https://www.google.com/maps?q=11.320581,77.67689
No,No,No,No,No,No,11.175899,77.8597,https://www.google.com/maps?q=11.175899,77.8597
No,No,No,No,No,No,12.796045,80.222855,https://www.google.com/maps?q=12.796045,80.222855
No,No,No,No,No,No,11.067077,77.21275,https://www.google.com/maps?q=11.067077,77.21275
No,No,No,No,No,No,13.014805,80.174484,https://www.google.com/maps?q=13.014805,80.174484
No,No,No,No,No,No,12.98785,80.18529,https://www.google.com/maps?q=12.98785,80.18529
No,No,No,No,No,No,12.98285,80.1885,https://www.google.com/maps?q=12.98285,80.1885
No,No,No,No,No,No,12.985834,80.18849,https://www.google.com/maps?q=12.985834,80.18849
No,No,No,No,No,No,10.732749,78.89094,https://www.google.com/maps?q=10.732749,78.89094
No,No,No,No,No,No,10.825965,78.692696,https://www.google.com/maps?q=10.825965,78.692696
No,No,No,No,No,No,10.83434,78.6943,https://www.google.com/maps?q=10.83434,78.6943
No,No,No,No,No,No,10.856036,78.689735,https://www.google.com/maps?q=10.856036,78.689735
No,No,No,No,No,No,10.727643,78.91704,https://www.google.com/maps?q=10.727643,78.91704
No,No,No,No,No,No,11.34364,76.79345,https://www.google.com/maps?q=11.34364,76.79345
No,No,No,No,No,No,10.768659,79.13068,https://www.google.com/maps?q=10.768659,79.13068
No,No,No,No,No,No,10.773883,79.13567,https://www.google.com/maps?q=10.773883,79.13567
No,No,No,No,No,No,10.785234,79.13391,https://www.google.com/maps?q=10.785234,79.13391
No,No,No,No,No,No,10.785451,79.13379,https://www.google.com/maps?q=10.785451,79.13379
No,No,No,No,No,No,10.955727,79.365486,https://www.google.com/maps?q=10.955727,79.365486
No,No,No,No,No,No,11.402261,79.69123,https://www.google.com/maps?q=11.402261,79.69123
No,No,No,No,No,No,11.47485,79.71079,https://www.google.com/maps?q=11.47485,79.71079
No,No,No,No,No,No,11.488934,79.753914,https://www.google.com/maps?q=11.488934,79.753914
No,No,No,No,No,No,11.715603,79.76812,https://www.google.com/maps?q=11.715603,79.76812
No,No,No,No,No,No,12.235012,79.07505,https://www.google.com/maps?q=12.235012,79.07505
No,No,No,No,No,No,12.252539,79.41658,https://www.google.com/maps?q=12.252539,79.41658
No,No,No,No,No,No,12.254326,79.40463,https://www.google.com/maps?q=12.254326,79.40463
No,No,No,No,No,No,12.659264,80.20881,https://www.google.com/maps?q=12.659264,80.20881
No,No,No,No,No,No,12.696884,79.97684,https://www.google.com/maps?q=12.696884,79.97684
No,No,No,No,No,No,12.997438,80.21626,https://www.google.com/maps?q=12.997438,80.21626
No,No,No,No,No,No,12.997405,80.216545,https://www.google.com/maps?q=12.997405,80.216545
No,No,No,No,No,No,12.997413,80.21645,https://www.google.com/maps?q=12.997413,80.21645
No,No,No,No,No,No,11.662886,78.18551,https://www.google.com/maps?q=11.662886,78.18551
No,No,No,No,No,No,11.664284,78.17579,https://www.google.com/maps?q=11.664284,78.17579
No,No,No,No,No,No,11.672848,78.191536,https://www.google.com/maps?q=11.672848,78.191536
No,No,No,No,No,No,11.30915,76.94404,https://www.google.com/maps?q=11.30915,76.94404
No,No,No,No,No,No,11.310165,76.95623,https://www.google.com/maps?q=11.310165,76.95623
No,No,No,No,No,No,10.654836,77.00117,https://www.google.com/maps?q=10.654836,77.00117
No,No,No,No,No,No,11.324408,77.01064,https://www.google.com/maps?q=11.324408,77.01064
No,No,No,No,No,No,11.454725,77.42843,https://www.google.com/maps?q=11.454725,77.42843
No,No,No,No,No,No,11.681106,78.16114,https://www.google.com/maps?q=11.681106,78.16114
No,No,No,No,No,No,11.666392,78.17888,https://www.google.com/maps?q=11.666392,78.17888
No,No,No,No,No,No,11.674208,78.19693,https://www.google.com/maps?q=11.674208,78.19693
No,No,No,No,No,No,11.666007,78.15831,https://www.google.com/maps?q=11.666007,78.15831
No,No,No,No,No,No,11.671419,78.151505,https://www.google.com/maps?q=11.671419,78.151505
No,No,No,No,No,No,11.676513,78.20823,https://www.google.com/maps?q=11.676513,78.20823
No,No,No,No,No,No,11.681748,78.214584,https://www.google.com/maps?q=11.681748,78.214584
No,No,No,No,No,No,11.68137,78.17343,https://www.google.com/maps?q=11.68137,78.17343
No,No,No,No,No,No,11.6869,78.16247,https://www.google.com/maps?q=11.6869,78.16247
No,No,No,No,No,No,11.694024,78.17624,https://www.google.com/maps?q=11.694024,78.17624
No,No,No,No,No,No,11.696907,78.17718,https://www.google.com/maps?q=11.696907,78.17718
No,No,No,No,No,No,11.651229,78.10987,https://www.google.com/maps?q=11.651229,78.10987
No,No,No,No,No,No,11.803348,77.79753,https://www.google.com/maps?q=11.803348,77.79753
No,No,No,No,No,No,11.802176,77.80328,https://www.google.com/maps?q=11.802176,77.80328
No,No,No,No,No,No,13.024459,80.21982,https://www.google.com/maps?q=13.024459,80.21982
No,No,No,No,No,No,12.627828,80.194435,https://www.google.com/maps?q=12.627828,80.194435
No,No,No,No,No,No,13.009256,80.21135,https://www.google.com/maps?q=13.009256,80.21135
No,No,No,No,No,No,13.020821,80.22526,https://www.google.com/maps?q=13.020821,80.22526
No,No,No,No,No,No,13.074952,80.27137,https://www.google.com/maps?q=13.074952,80.27137
No,No,No,No,No,No,12.990242,80.22755,https://www.google.com/maps?q=12.990242,80.22755
No,No,No,No,No,No,11.39049,77.85511,https://www.google.com/maps?q=11.39049,77.85511
No,No,No,No,No,No,11.617219,79.5496,https://www.google.com/maps?q=11.617219,79.5496
No,No,No,No,No,No,11.62185,79.54957,https://www.google.com/maps?q=11.62185,79.54957
No,No,No,No,No,No,8.37151,77.94653,https://www.google.com/maps?q=8.37151,77.94653
No,No,No,No,No,No,8.37385,77.92419,https://www.google.com/maps?q=8.37385,77.92419
No,No,No,No,No,No,13.048803,80.20718,https://www.google.com/maps?q=13.048803,80.20718
No,No,No,No,No,No,11.496968,78.135155,https://www.google.com/maps?q=11.496968,78.135155
No,No,No,No,No,No,11.243503,76.95809,https://www.google.com/maps?q=11.243503,76.95809
No,No,No,No,No,No,12.735415,77.82968,https://www.google.com/maps?q=12.735415,77.82968
No,No,No,No,No,No,12.732709,77.83568,https://www.google.com/maps?q=12.732709,77.83568
No,No,No,No,No,No,12.725892,77.832466,https://www.google.com/maps?q=12.725892,77.832466
No,No,No,No,No,No,12.730277,77.83245,https://www.google.com/maps?q=12.730277,77.83245
No,No,No,No,No,No,8.174137,77.42983,https://www.google.com/maps?q=8.174137,77.42983
No,No,No,No,No,No,8.175703,77.43165,https://www.google.com/maps?q=8.175703,77.43165
No,No,No,No,No,No,8.176478,77.42782,https://www.google.com/maps?q=8.176478,77.42782
No,No,No,No,No,No,8.178093,77.42525,https://www.google.com/maps?q=8.178093,77.42525
No,No,No,No,No,No,8.181367,77.41597,https://www.google.com/maps?q=8.181367,77.41597
No,No,No,No,No,No,8.180896,77.42552,https://www.google.com/maps?q=8.180896,77.42552
No,No,No,No,No,No,12.621343,80.19822,https://www.google.com/maps?q=12.621343,80.19822
No,No,No,No,No,No,12.628023,80.19437,https://www.google.com/maps?q=12.628023,80.19437
No,No,No,No,No,No,11.411349,76.710266,https://www.google.com/maps?q=11.411349,76.710266
No,No,No,No,No,No,12.941899,80.142914,https://www.google.com/maps?q=12.941899,80.142914
No,No,No,No,No,No,8.178705,77.424065,https://www.google.com/maps?q=8.178705,77.424065
No,No,No,No,No,No,11.358045,77.31479,https://www.google.com/maps?q=11.358045,77.31479
No,No,No,No,No,No,11.35314,77.30803,https://www.google.com/maps?q=11.35314,77.30803
No,No,No,No,No,No,11.350429,77.302765,https://www.google.com/maps?q=11.350429,77.302765
No,No,No,No,No,No,11.3514385,77.30539,https://www.google.com/maps?q=11.3514385,77.30539
No,No,No,No,No,No,11.3480625,77.29291,https://www.google.com/maps?q=11.3480625,77.29291
No,No,No,No,No,No,11.051584,76.99279,https://www.google.com/maps?q=11.051584,76.99279
No,No,No,No,No,No,13.092331,80.21892,https://www.google.com/maps?q=13.092331,80.21892
No,No,No,No,No,No,8.1750345,77.430504,https://www.google.com/maps?q=8.1750345,77.430504
No,No,No,No,No,No,10.815088,78.64763,https://www.google.com/maps?q=10.815088,78.64763
No,No,No,No,No,No,10.81458,78.64342,https://www.google.com/maps?q=10.81458,78.64342
No,No,No,No,No,No,10.812659,78.637405,https://www.google.com/maps?q=10.812659,78.637405
No,No,No,No,No,No,10.81492,78.65239,https://www.google.com/maps?q=10.81492,78.65239
No,No,No,No,No,No,10.814543,78.65775,https://www.google.com/maps?q=10.814543,78.65775
No,No,No,No,No,No,11.772209,77.81009,https://www.google.com/maps?q=11.772209,77.81009
No,No,No,No,No,No,11.660535,78.15079,https://www.google.com/maps?q=11.660535,78.15079
No,No,No,No,No,No,11.700675,78.25598,https://www.google.com/maps?q=11.700675,78.25598
No,No,No,No,No,No,8.210993,77.23976,https://www.google.com/maps?q=8.210993,77.23976
No,No,No,No,No,No,10.736495,78.7655,https://www.google.com/maps?q=10.736495,78.7655
No,No,No,No,No,No,10.738331,78.7642,https://www.google.com/maps?q=10.738331,78.7642
No,No,No,No,No,No,8.157428,77.46573,https://www.google.com/maps?q=8.157428,77.46573
No,No,No,No,No,No,8.174551,77.43144,https://www.google.com/maps?q=8.174551,77.43144
No,No,No,No,No,No,11.94102,79.486336,https://www.google.com/maps?q=11.94102,79.486336
No,No,No,No,No,No,9.508909,78.0916,https://www.google.com/maps?q=9.508909,78.0916
No,No,No,No,No,No,9.686363,78.452995,https://www.google.com/maps?q=9.686363,78.452995
No,No,No,No,No,No,9.687576,78.45008,https://www.google.com/maps?q=9.687576,78.45008
No,No,No,No,No,No,11.649775,78.12095,https://www.google.com/maps?q=11.649775,78.12095
No,No,No,No,No,No,11.649592,78.1206,https://www.google.com/maps?q=11.649592,78.1206
No,No,No,No,No,No,9.460992,77.932625,https://www.google.com/maps?q=9.460992,77.932625
No,No,No,No,No,No,11.632421,78.12734,https://www.google.com/maps?q=11.632421,78.12734
No,No,No,No,No,No,11.633095,78.12729,https://www.google.com/maps?q=11.633095,78.12729
No,No,No,No,No,No,11.64291,78.17654,https://www.google.com/maps?q=11.64291,78.17654
No,No,No,No,No,No,11.62539,78.1474,https://www.google.com/maps?q=11.62539,78.1474
No,No,No,No,No,No,13.064274,80.26586,https://www.google.com/maps?q=13.064274,80.26586
No,No,No,No,No,No,13.064326,80.265915,https://www.google.com/maps?q=13.064326,80.265915
No,No,No,No,No,No,13.064375,80.265976,https://www.google.com/maps?q=13.064375,80.265976
No,No,No,No,No,No,13.05928,80.25977,https://www.google.com/maps?q=13.05928,80.25977
No,No,No,No,No,No,13.059334,80.259834,https://www.google.com/maps?q=13.059334,80.259834
No,No,No,No,No,No,13.059373,80.25954,https://www.google.com/maps?q=13.059373,80.25954
No,No,No,No,No,No,13.06077,80.26254,https://www.google.com/maps?q=13.06077,80.26254
No,No,No,No,No,No,13.059432,80.25961,https://www.google.com/maps?q=13.059432,80.25961
No,No,No,No,No,No,13.059488,80.25969,https://www.google.com/maps?q=13.059488,80.25969
No,No,No,No,No,No,13.081791,80.27703,https://www.google.com/maps?q=13.081791,80.27703
No,No,No,No,No,No,13.0818205,80.27728,https://www.google.com/maps?q=13.0818205,80.27728
No,No,No,No,No,No,13.081854,80.277504,https://www.google.com/maps?q=13.081854,80.277504
No,No,No,No,No,No,13.081873,80.27774,https://www.google.com/maps?q=13.081873,80.27774
No,No,No,No,No,No,13.062865,80.26379,https://www.google.com/maps?q=13.062865,80.26379
No,No,No,No,No,No,13.062949,80.263885,https://www.google.com/maps?q=13.062949,80.263885
No,No,No,No,No,No,13.064682,80.266396,https://www.google.com/maps?q=13.064682,80.266396
No,No,No,No,No,No,13.064772,80.26611,https://www.google.com/maps?q=13.064772,80.26611
No,No,No,No,No,No,13.081022,80.28833,https://www.google.com/maps?q=13.081022,80.28833
No,No,No,No,No,No,13.076365,80.27646,https://www.google.com/maps?q=13.076365,80.27646
No,No,No,No,No,No,13.076808,80.27618,https://www.google.com/maps?q=13.076808,80.27618
No,No,No,No,No,No,13.084908,80.28338,https://www.google.com/maps?q=13.084908,80.28338
No,No,No,No,No,No,13.074166,80.26206,https://www.google.com/maps?q=13.074166,80.26206
No,No,No,No,No,No,13.06891,80.26734,https://www.google.com/maps?q=13.06891,80.26734
No,No,No,No,No,No,13.071661,80.26465,https://www.google.com/maps?q=13.071661,80.26465
No,No,No,No,No,No,13.050375,80.240364,https://www.google.com/maps?q=13.050375,80.240364
No,No,No,No,No,No,13.057003,80.23494,https://www.google.com/maps?q=13.057003,80.23494
No,No,No,No,No,No,13.041787,80.26832,https://www.google.com/maps?q=13.041787,80.26832
No,No,No,No,No,No,13.041983,80.26811,https://www.google.com/maps?q=13.041983,80.26811
No,No,No,No,No,No,13.065246,80.273796,https://www.google.com/maps?q=13.065246,80.273796
No,No,No,No,No,No,13.058135,80.278114,https://www.google.com/maps?q=13.058135,80.278114
No,No,No,No,No,No,13.060205,80.277664,https://www.google.com/maps?q=13.060205,80.277664
No,No,No,No,No,No,13.030026,80.250565,https://www.google.com/maps?q=13.030026,80.250565
No,No,No,No,No,No,13.08259,80.276306,https://www.google.com/maps?q=13.08259,80.276306
No,No,No,No,No,No,13.091464,80.285736,https://www.google.com/maps?q=13.091464,80.285736
No,No,No,No,No,No,13.091953,80.275185,https://www.google.com/maps?q=13.091953,80.275185
No,No,No,No,No,No,13.094348,80.29237,https://www.google.com/maps?q=13.094348,80.29237
No,No,No,No,No,No,13.09614,80.28639,https://www.google.com/maps?q=13.09614,80.28639
No,No,No,No,No,No,13.099044,80.29376,https://www.google.com/maps?q=13.099044,80.29376
No,No,No,No,No,No,13.099688,80.28667,https://www.google.com/maps?q=13.099688,80.28667
No,No,No,No,No,No,13.10109,80.27493,https://www.google.com/maps?q=13.10109,80.27493
No,No,No,No,No,No,13.103491,80.28677,https://www.google.com/maps?q=13.103491,80.28677
No,No,No,No,No,No,13.072135,80.27397,https://www.google.com/maps?q=13.072135,80.27397
No,No,No,No,No,No,13.102301,80.270676,https://www.google.com/maps?q=13.102301,80.270676
No,No,No,No,No,No,11.258365,77.54974,https://www.google.com/maps?q=11.258365,77.54974
No,No,No,No,No,No,11.302634,77.60599,https://www.google.com/maps?q=11.302634,77.60599
No,No,No,No,No,No,11.319051,77.62021,https://www.google.com/maps?q=11.319051,77.62021
No,No,No,No,No,No,11.318835,77.6203,https://www.google.com/maps?q=11.318835,77.6203
No,No,No,No,No,No,11.309641,77.60788,https://www.google.com/maps?q=11.309641,77.60788
No,No,No,No,No,No,11.371095,77.64899,https://www.google.com/maps?q=11.371095,77.64899
No,No,No,No,No,No,11.331065,77.629906,https://www.google.com/maps?q=11.331065,77.629906
No,No,No,No,No,No,11.370895,77.64863,https://www.google.com/maps?q=11.370895,77.64863
No,No,No,No,No,No,11.356619,77.64527,https://www.google.com/maps?q=11.356619,77.64527
No,No,No,No,No,No,11.416799,77.676605,https://www.google.com/maps?q=11.416799,77.676605
No,No,No,No,No,No,11.415407,77.675705,https://www.google.com/maps?q=11.415407,77.675705
No,No,No,No,No,No,11.344976,77.64033,https://www.google.com/maps?q=11.344976,77.64033
No,No,No,No,No,No,11.391565,77.65206,https://www.google.com/maps?q=11.391565,77.65206
No,No,No,No,No,No,11.34519,77.640144,https://www.google.com/maps?q=11.34519,77.640144
No,No,No,No,No,No,11.356682,77.64499,https://www.google.com/maps?q=11.356682,77.64499
No,No,No,No,No,No,11.391455,77.6518,https://www.google.com/maps?q=11.391455,77.6518
No,No,No,No,No,No,11.331067,77.629616,https://www.google.com/maps?q=11.331067,77.629616
No,No,No,No,No,No,11.610628,78.10225,https://www.google.com/maps?q=11.610628,78.10225
No,No,No,No,No,No,11.61031,78.1025,https://www.google.com/maps?q=11.61031,78.1025
No,No,No,No,No,No,11.582593,78.05557,https://www.google.com/maps?q=11.582593,78.05557
No,No,No,No,No,No,11.582252,78.05556,https://www.google.com/maps?q=11.582252,78.05556
No,No,No,No,No,No,11.585877,78.062904,https://www.google.com/maps?q=11.585877,78.062904
No,No,No,No,No,No,11.586232,78.062706,https://www.google.com/maps?q=11.586232,78.062706
No,No,No,No,No,No,11.569623,78.03298,https://www.google.com/maps?q=11.569623,78.03298
No,No,No,No,No,No,11.569355,78.033134,https://www.google.com/maps?q=11.569355,78.033134
No,No,No,No,No,No,11.556912,78.01039,https://www.google.com/maps?q=11.556912,78.01039
No,No,No,No,No,No,11.557357,78.010735,https://www.google.com/maps?q=11.557357,78.010735
No,No,No,No,No,No,11.547462,77.98928,https://www.google.com/maps?q=11.547462,77.98928
No,No,No,No,No,No,11.5469265,77.98867,https://www.google.com/maps?q=11.5469265,77.98867
No,No,No,No,No,No,11.539331,77.971405,https://www.google.com/maps?q=11.539331,77.971405
No,No,No,No,No,No,11.539605,77.971275,https://www.google.com/maps?q=11.539605,77.971275
No,No,No,No,No,No,11.219655,77.45476,https://www.google.com/maps?q=11.219655,77.45476
No,No,No,No,No,No,11.219903,77.45461,https://www.google.com/maps?q=11.219903,77.45461
No,No,No,No,No,No,11.233901,77.48033,https://www.google.com/maps?q=11.233901,77.48033
No,No,No,No,No,No,11.233649,77.480446,https://www.google.com/maps?q=11.233649,77.480446
No,No,No,No,No,No,11.448901,77.7584,https://www.google.com/maps?q=11.448901,77.7584
No,No,No,No,No,No,11.448643,77.75854,https://www.google.com/maps?q=11.448643,77.75854
No,No,No,No,No,No,11.490386,77.85195,https://www.google.com/maps?q=11.490386,77.85195
No,No,No,No,No,No,11.490641,77.85181,https://www.google.com/maps?q=11.490641,77.85181
No,No,No,No,No,No,11.49374,77.8667,https://www.google.com/maps?q=11.49374,77.8667
No,No,No,No,No,No,11.454153,77.79483,https://www.google.com/maps?q=11.454153,77.79483
No,No,No,No,No,No,11.453858,77.794815,https://www.google.com/maps?q=11.453858,77.794815
No,No,No,No,No,No,11.493451,77.86674,https://www.google.com/maps?q=11.493451,77.86674
No,No,No,No,No,No,12.252677,79.416626,https://www.google.com/maps?q=12.252677,79.416626
No,No,No,No,No,No,12.964873,80.19699,https://www.google.com/maps?q=12.964873,80.19699
No,No,No,No,No,No,12.00147,79.78645,https://www.google.com/maps?q=12.00147,79.78645
No,No,No,No,No,No,10.711535,79.516266,https://www.google.com/maps?q=10.711535,79.516266
No,No,No,No,No,No,10.714962,79.51491,https://www.google.com/maps?q=10.714962,79.51491
No,No,No,No,No,No,10.71807,79.52179,https://www.google.com/maps?q=10.71807,79.52179
No,No,No,No,No,No,10.715667,79.514595,https://www.google.com/maps?q=10.715667,79.514595
No,No,No,No,No,No,10.713889,79.51287,https://www.google.com/maps?q=10.713889,79.51287
No,No,No,No,No,No,10.715784,79.51735,https://www.google.com/maps?q=10.715784,79.51735
No,No,No,No,No,No,13.151155,80.29972,https://www.google.com/maps?q=13.151155,80.29972
No,No,No,No,No,No,12.998898,80.255936,https://www.google.com/maps?q=12.998898,80.255936
No,No,No,No,No,No,13.016262,80.25952,https://www.google.com/maps?q=13.016262,80.25952
No,No,No,No,No,No,13.016342,80.25958,https://www.google.com/maps?q=13.016342,80.25958
No,No,No,No,No,No,13.016421,80.259636,https://www.google.com/maps?q=13.016421,80.259636
No,No,No,No,No,No,13.016509,80.2597,https://www.google.com/maps?q=13.016509,80.2597
No,No,No,No,No,No,12.998468,80.25616,https://www.google.com/maps?q=12.998468,80.25616
No,No,No,No,No,No,13.000275,80.25641,https://www.google.com/maps?q=13.000275,80.25641
No,No,No,No,No,No,11.693606,77.87836,https://www.google.com/maps?q=11.693606,77.87836
No,No,No,No,No,No,8.168361,77.44443,https://www.google.com/maps?q=8.168361,77.44443
No,No,No,No,No,No,8.181904,77.430046,https://www.google.com/maps?q=8.181904,77.430046
No,No,No,No,No,No,8.100509,77.42542,https://www.google.com/maps?q=8.100509,77.42542
No,No,No,No,No,No,8.109961,77.53633,https://www.google.com/maps?q=8.109961,77.53633
No,No,No,No,No,No,8.109973,77.53645,https://www.google.com/maps?q=8.109973,77.53645
No,No,No,No,No,No,8.175633,77.405685,https://www.google.com/maps?q=8.175633,77.405685
No,No,No,No,No,No,8.176718,77.39438,https://www.google.com/maps?q=8.176718,77.39438
No,No,No,No,No,No,12.252396,79.41691,https://www.google.com/maps?q=12.252396,79.41691
No,No,No,No,No,No,12.118252,79.62042,https://www.google.com/maps?q=12.118252,79.62042
No,No,No,No,No,No,12.11842,79.62045,https://www.google.com/maps?q=12.11842,79.62045
No,No,No,No,No,No,11.315683,77.726814,https://www.google.com/maps?q=11.315683,77.726814
No,No,No,No,No,No,10.802029,78.6911,https://www.google.com/maps?q=10.802029,78.6911
No,No,No,No,No,No,10.8032255,78.692245,https://www.google.com/maps?q=10.8032255,78.692245
No,No,No,No,No,No,8.169367,77.422386,https://www.google.com/maps?q=8.169367,77.422386
No,No,No,No,No,No,8.171808,77.425255,https://www.google.com/maps?q=8.171808,77.425255
No,No,No,No,No,No,13.108425,80.18027,https://www.google.com/maps?q=13.108425,80.18027
No,No,No,No,No,No,13.108223,80.1834,https://www.google.com/maps?q=13.108223,80.1834
No,No,No,No,No,No,13.110343,80.18037,https://www.google.com/maps?q=13.110343,80.18037
No,No,No,No,No,No,11.097109,77.15525,https://www.google.com/maps?q=11.097109,77.15525
No,No,No,No,No,No,11.115447,79.722115,https://www.google.com/maps?q=11.115447,79.722115
No,No,No,No,No,No,11.7443075,78.27988,https://www.google.com/maps?q=11.7443075,78.27988
No,No,No,No,No,No,11.31192,77.726616,https://www.google.com/maps?q=11.31192,77.726616
No,No,No,No,No,No,11.195901,77.76563,https://www.google.com/maps?q=11.195901,77.76563
No,No,No,No,No,No,8.293851,77.2581,https://www.google.com/maps?q=8.293851,77.2581
No,No,No,No,No,No,12.922354,80.14165,https://www.google.com/maps?q=12.922354,80.14165
No,No,No,No,No,No,12.92261,80.14368,https://www.google.com/maps?q=12.92261,80.14368
No,No,No,No,No,No,12.922346,80.13839,https://www.google.com/maps?q=12.922346,80.13839
No,No,No,No,No,No,12.922487,80.1386,https://www.google.com/maps?q=12.922487,80.1386
No,No,No,No,No,No,12.922785,80.13306,https://www.google.com/maps?q=12.922785,80.13306
No,No,No,No,No,No,12.922886,80.13117,https://www.google.com/maps?q=12.922886,80.13117
No,No,No,No,No,No,12.922672,80.131226,https://www.google.com/maps?q=12.922672,80.131226
No,No,No,No,No,No,12.923213,80.120575,https://www.google.com/maps?q=12.923213,80.120575
No,No,No,No,No,No,12.923425,80.12064,https://www.google.com/maps?q=12.923425,80.12064
No,No,No,No,No,No,12.906637,80.096275,https://www.google.com/maps?q=12.906637,80.096275
No,No,No,No,No,No,12.585876,78.631836,https://www.google.com/maps?q=12.585876,78.631836
No,No,No,No,No,No,11.500485,79.76044,https://www.google.com/maps?q=11.500485,79.76044
No,No,No,No,No,No,11.495708,79.760414,https://www.google.com/maps?q=11.495708,79.760414
No,No,No,No,No,No,11.110424,78.15148,https://www.google.com/maps?q=11.110424,78.15148
No,No,No,No,No,No,11.124861,78.15329,https://www.google.com/maps?q=11.124861,78.15329
No,No,No,No,No,No,11.117265,78.15194,https://www.google.com/maps?q=11.117265,78.15194
No,No,No,No,No,No,11.130162,78.15501,https://www.google.com/maps?q=11.130162,78.15501
No,No,No,No,No,No,11.098905,78.15089,https://www.google.com/maps?q=11.098905,78.15089
No,No,No,No,No,No,11.232412,78.11641,https://www.google.com/maps?q=11.232412,78.11641
No,No,No,No,No,No,11.2346525,78.12142,https://www.google.com/maps?q=11.2346525,78.12142
No,No,No,No,No,No,11.232462,78.112236,https://www.google.com/maps?q=11.232462,78.112236
No,No,No,No,No,No,11.231368,78.1109,https://www.google.com/maps?q=11.231368,78.1109
No,No,No,No,No,No,11.461956,78.185486,https://www.google.com/maps?q=11.461956,78.185486
No,No,No,No,No,No,11.490539,79.75699,https://www.google.com/maps?q=11.490539,79.75699
No,No,No,No,No,No,11.441882,79.650185,https://www.google.com/maps?q=11.441882,79.650185
No,No,No,No,No,No,9.885374,78.059135,https://www.google.com/maps?q=9.885374,78.059135
No,No,No,No,No,No,13.007657,80.25857,https://www.google.com/maps?q=13.007657,80.25857
No,No,No,No,No,No,13.016013,80.25944,https://www.google.com/maps?q=13.016013,80.25944
No,No,No,No,No,No,13.020268,80.26273,https://www.google.com/maps?q=13.020268,80.26273
No,No,No,No,No,No,13.026466,80.26431,https://www.google.com/maps?q=13.026466,80.26431
No,No,No,No,No,No,13.03702,80.26646,https://www.google.com/maps?q=13.03702,80.26646
No,No,No,No,No,No,13.03422,80.267914,https://www.google.com/maps?q=13.03422,80.267914
No,No,No,No,No,No,13.029318,80.266,https://www.google.com/maps?q=13.029318,80.266
No,No,No,No,No,No,13.044525,80.26532,https://www.google.com/maps?q=13.044525,80.26532
No,No,No,No,No,No,13.041665,80.26821,https://www.google.com/maps?q=13.041665,80.26821
No,No,No,No,No,No,13.04479,80.26281,https://www.google.com/maps?q=13.04479,80.26281
No,No,No,No,No,No,13.047608,80.2542,https://www.google.com/maps?q=13.047608,80.2542
No,No,No,No,No,No,13.046144,80.25676,https://www.google.com/maps?q=13.046144,80.25676
No,No,No,No,No,No,13.050416,80.2525,https://www.google.com/maps?q=13.050416,80.2525
No,No,No,No,No,No,13.055307,80.24938,https://www.google.com/maps?q=13.055307,80.24938
No,No,No,No,No,No,13.069597,80.24216,https://www.google.com/maps?q=13.069597,80.24216
No,No,No,No,No,No,13.062284,80.245,https://www.google.com/maps?q=13.062284,80.245
No,No,No,No,No,No,13.08971,80.25099,https://www.google.com/maps?q=13.08971,80.25099
No,No,No,No,No,No,13.078764,80.24441,https://www.google.com/maps?q=13.078764,80.24441
No,No,No,No,No,No,13.084537,80.25027,https://www.google.com/maps?q=13.084537,80.25027
No,No,No,No,No,No,13.087241,80.250755,https://www.google.com/maps?q=13.087241,80.250755
No,No,No,No,No,No,13.094148,80.25096,https://www.google.com/maps?q=13.094148,80.25096
No,No,No,No,No,No,13.097209,80.25138,https://www.google.com/maps?q=13.097209,80.25138
No,No,No,No,No,No,13.104952,80.2531,https://www.google.com/maps?q=13.104952,80.2531
No,No,No,No,No,No,13.106401,80.24935,https://www.google.com/maps?q=13.106401,80.24935
No,No,No,No,No,No,13.107165,80.245865,https://www.google.com/maps?q=13.107165,80.245865
No,No,No,No,No,No,13.108059,80.24456,https://www.google.com/maps?q=13.108059,80.24456
No,No,No,No,No,No,13.108164,80.24449,https://www.google.com/maps?q=13.108164,80.24449
